absTrend,diversityTrend,id,initVariability,intellibility,languageDiversity,languageSize,mutationRate,populationSize,semanticSize,understandingThreshold
0.0010352377510664556,0.0010352377510664556,68,0.30000000000000004,1.0,1.3613109060905413,28.0,0.03,10.0,10.0,0.2
0.0013609922830827735,0.0013609922830827735,68,0.30000000000000004,1.0,1.503556029516492,26.0,0.03,10.0,10.0,0.2
9.899286655667893E-4,9.899286655667893E-4,68,0.30000000000000004,1.0,1.2441626264804493,29.0,0.03,10.0,10.0,0.2
0.0013356661775573695,0.0013356661775573695,68,0.30000000000000004,1.0,1.733727310234831,24.0,0.03,10.0,10.0,0.2
0.0011747600700727902,0.0011747600700727902,68,0.30000000000000004,1.0,1.4230937418350773,33.0,0.03,10.0,10.0,0.2
0.0022953113483995817,0.0022953113483995817,67,0.30000000000000004,0.9,2.303337070026048,32.0,0.03,10.0,10.0,0.1
0.0012980309695640763,0.0012980309695640763,67,0.30000000000000004,1.0,1.5729837354803435,23.0,0.03,10.0,10.0,0.1
0.0014579875782757695,0.0014579875782757695,67,0.30000000000000004,1.0,1.5921465000388086,27.0,0.03,10.0,10.0,0.1
8.150144992299712E-4,8.150144992299712E-4,67,0.30000000000000004,0.7,1.2735962203513982,25.0,0.03,10.0,10.0,0.1
5.538763009730035E-4,5.538763009730035E-4,67,0.30000000000000004,1.0,0.7195246183551526,25.0,0.03,10.0,10.0,0.1
0.0010971547057559033,0.0010971547057559033,67,0.30000000000000004,0.9,1.8664994409931785,29.0,0.03,10.0,10.0,0.1
8.768525773850495E-4,8.768525773850495E-4,67,0.30000000000000004,0.8,1.6254198904371002,35.0,0.03,10.0,10.0,0.1
0.0021051025772692326,0.0021051025772692326,67,0.30000000000000004,0.8,2.628948502657714,38.0,0.03,10.0,10.0,0.1
0.0011644753243886389,0.0011644753243886389,67,0.30000000000000004,1.0,1.05333187374393,28.0,0.03,10.0,10.0,0.1
0.0029699900707967804,0.0029699900707967804,67,0.30000000000000004,1.0,3.0757633374455344,36.0,0.03,10.0,10.0,0.1
0.003285437789072442,0.003285437789072442,66,0.30000000000000004,0.0,3.352777985334874,41.0,0.03,10.0,10.0,0.0
0.0012527346254969033,0.0012527346254969033,66,0.30000000000000004,0.0,1.4081217638396715,39.0,0.03,10.0,10.0,0.0
0.0012308544098436158,0.0012308544098436158,66,0.30000000000000004,0.0,1.594053808032428,26.0,0.03,10.0,10.0,0.0
0.0024668562246001452,0.0024668562246001452,66,0.30000000000000004,0.0,2.612894219383872,31.0,0.03,10.0,10.0,0.0
0.003319512572278082,0.003319512572278082,66,0.30000000000000004,0.0,3.3755993776054405,35.0,0.03,10.0,10.0,0.0
0.0025357546068120727,0.0025357546068120727,66,0.30000000000000004,0.0,2.8018539446793054,36.0,0.03,10.0,10.0,0.0
0.002038185732504335,0.002038185732504335,66,0.30000000000000004,0.0,2.449643580940356,25.0,0.03,10.0,10.0,0.0
0.0022257816997960354,0.0022257816997960354,66,0.30000000000000004,0.0,2.729045723805231,43.0,0.03,10.0,10.0,0.0
0.002381891531714069,0.002381891531714069,66,0.30000000000000004,0.0,2.41426506795559,39.0,0.03,10.0,10.0,0.0
0.0034679497550441298,0.0034679497550441298,66,0.30000000000000004,0.0,4.045521763224176,40.0,0.03,10.0,10.0,0.0
7.316497663299304E-5,7.316497663299304E-5,65,0.30000000000000004,1.0,0.6466109071884626,20.0,0.01,10.0,10.0,0.5
2.463194981280692E-4,2.463194981280692E-4,65,0.30000000000000004,1.0,1.040580829183676,17.0,0.01,10.0,10.0,0.5
9.787867172611493E-4,9.787867172611493E-4,65,0.30000000000000004,1.0,1.0929302486453558,17.0,0.01,10.0,10.0,0.5
2.7284954607689336E-5,-2.7284954607689336E-5,65,0.30000000000000004,1.0,0.47749518683455533,16.0,0.01,10.0,10.0,0.5
1.1645322915011409E-4,1.1645322915011409E-4,65,0.30000000000000004,1.0,0.47110889150261515,16.0,0.01,10.0,10.0,0.5
1.3353023349421642E-4,1.3353023349421642E-4,65,0.30000000000000004,1.0,0.3471627862125246,15.0,0.01,10.0,10.0,0.5
8.374430726105758E-4,8.374430726105758E-4,65,0.30000000000000004,1.0,1.248689990416449,16.0,0.01,10.0,10.0,0.5
2.3112568226684718E-4,-2.3112568226684718E-4,65,0.30000000000000004,1.0,0.0,11.0,0.01,10.0,10.0,0.5
8.151251911079095E-5,-8.151251911079095E-5,65,0.30000000000000004,1.0,0.5730363272119046,19.0,0.01,10.0,10.0,0.5
2.6762387763873294E-4,-2.6762387763873294E-4,65,0.30000000000000004,1.0,0.06281716553088228,14.0,0.01,10.0,10.0,0.5
3.346654427418304E-4,3.346654427418304E-4,64,0.30000000000000004,1.0,0.5644470008399761,23.0,0.01,10.0,10.0,0.4
5.669204110350271E-4,5.669204110350271E-4,64,0.30000000000000004,1.0,0.7105290252029715,21.0,0.01,10.0,10.0,0.4
5.468448647209808E-4,5.468448647209808E-4,64,0.30000000000000004,1.0,0.4115558402533934,14.0,0.01,10.0,10.0,0.4
1.314740571998826E-4,1.314740571998826E-4,64,0.30000000000000004,1.0,0.16735355337738334,18.0,0.01,10.0,10.0,0.4
6.77778555954361E-4,6.77778555954361E-4,64,0.30000000000000004,1.0,1.2903908370332682,17.0,0.01,10.0,10.0,0.4
8.483664082750064E-5,8.483664082750064E-5,64,0.30000000000000004,1.0,0.29083585291549513,19.0,0.01,10.0,10.0,0.4
2.132960648748672E-4,2.132960648748672E-4,64,0.30000000000000004,1.0,0.18574823115245787,12.0,0.01,10.0,10.0,0.4
4.313143556534588E-4,4.313143556534588E-4,64,0.30000000000000004,1.0,0.4420085966254809,17.0,0.01,10.0,10.0,0.4
0.0010076011925502723,0.0010076011925502723,64,0.30000000000000004,1.0,0.936449629914198,20.0,0.01,10.0,10.0,0.4
6.868640259783524E-5,6.868640259783524E-5,64,0.30000000000000004,1.0,0.8910827272726431,18.0,0.01,10.0,10.0,0.4
1.882832433122109E-4,1.882832433122109E-4,63,0.30000000000000004,1.0,0.24345603565273213,16.0,0.01,10.0,10.0,0.30000000000000004
6.982323929462411E-4,6.982323929462411E-4,63,0.30000000000000004,1.0,0.6096429092121376,17.0,0.01,10.0,10.0,0.30000000000000004
8.271794668018113E-4,8.271794668018113E-4,63,0.30000000000000004,1.0,0.7801829079779591,13.0,0.01,10.0,10.0,0.30000000000000004
6.668089676624825E-5,6.668089676624825E-5,63,0.30000000000000004,1.0,0.5660502355233644,19.0,0.01,10.0,10.0,0.30000000000000004
4.6806269074019405E-5,4.6806269074019405E-5,63,0.30000000000000004,1.0,0.6092756867762514,14.0,0.01,10.0,10.0,0.30000000000000004
3.231116087863082E-4,3.231116087863082E-4,63,0.30000000000000004,1.0,0.41286927323532097,17.0,0.01,10.0,10.0,0.30000000000000004
7.436742363318026E-4,7.436742363318026E-4,63,0.30000000000000004,1.0,1.061571570801217,19.0,0.01,10.0,10.0,0.30000000000000004
6.132134546991293E-4,6.132134546991293E-4,63,0.30000000000000004,1.0,0.8702271473517532,17.0,0.01,10.0,10.0,0.30000000000000004
1.964964106134032E-5,1.964964106134032E-5,63,0.30000000000000004,1.0,0.22633986658042915,18.0,0.01,10.0,10.0,0.30000000000000004
2.85634289958291E-4,2.85634289958291E-4,63,0.30000000000000004,1.0,0.41658843972697107,18.0,0.01,10.0,10.0,0.30000000000000004
2.1372128550247796E-4,2.1372128550247796E-4,62,0.30000000000000004,1.0,0.4545388159866858,14.0,0.01,10.0,10.0,0.2
9.84922578528756E-4,9.84922578528756E-4,62,0.30000000000000004,1.0,0.8461062048046265,20.0,0.01,10.0,10.0,0.2
0.0010499361679729745,0.0010499361679729745,62,0.30000000000000004,1.0,1.4049898472209679,16.0,0.01,10.0,10.0,0.2
2.8266438444632543E-4,2.8266438444632543E-4,62,0.30000000000000004,1.0,0.22453146555175374,16.0,0.01,10.0,10.0,0.2
5.419657671094265E-4,5.419657671094265E-4,62,0.30000000000000004,1.0,0.4091963815770577,19.0,0.01,10.0,10.0,0.2
1.427997912735789E-4,1.427997912735789E-4,62,0.30000000000000004,1.0,0.3550485747218595,22.0,0.01,10.0,10.0,0.2
6.111602246543677E-5,-6.111602246543677E-5,62,0.30000000000000004,1.0,0.38470008638078823,16.0,0.01,10.0,10.0,0.2
8.238147580549184E-4,8.238147580549184E-4,62,0.30000000000000004,1.0,0.8499512559337474,16.0,0.01,10.0,10.0,0.2
4.431314480963578E-4,4.431314480963578E-4,62,0.30000000000000004,1.0,0.6140435975639914,16.0,0.01,10.0,10.0,0.2
5.964662912321611E-4,5.964662912321611E-4,62,0.30000000000000004,1.0,0.6290616552321806,20.0,0.01,10.0,10.0,0.2
5.993052649536378E-4,5.993052649536378E-4,61,0.30000000000000004,1.0,0.5409398572279386,22.0,0.01,10.0,10.0,0.1
2.820570616906156E-4,2.820570616906156E-4,61,0.30000000000000004,1.0,0.4403564175888963,14.0,0.01,10.0,10.0,0.1
1.94672215206256E-4,1.94672215206256E-4,61,0.30000000000000004,1.0,0.799299034986829,18.0,0.01,10.0,10.0,0.1
5.962055809845588E-4,5.962055809845588E-4,61,0.30000000000000004,1.0,0.8815866155367479,18.0,0.01,10.0,10.0,0.1
4.3994417025930216E-4,4.3994417025930216E-4,61,0.30000000000000004,1.0,0.5953636592263847,19.0,0.01,10.0,10.0,0.1
4.0487501367849433E-4,4.0487501367849433E-4,61,0.30000000000000004,0.9,0.5987109942903547,17.0,0.01,10.0,10.0,0.1
3.133694615795179E-5,3.133694615795179E-5,61,0.30000000000000004,0.9,0.30142282250516034,14.0,0.01,10.0,10.0,0.1
7.952195700594186E-5,7.952195700594186E-5,61,0.30000000000000004,1.0,0.6446219871479422,20.0,0.01,10.0,10.0,0.1
4.057467846837847E-4,4.057467846837847E-4,61,0.30000000000000004,1.0,0.45437162985863966,15.0,0.01,10.0,10.0,0.1
0.0011511185933275154,0.0011511185933275154,61,0.30000000000000004,1.0,1.0473399508936965,17.0,0.01,10.0,10.0,0.1
0.0011527631255787182,0.0011527631255787182,60,0.30000000000000004,0.0,1.7320247242821503,25.0,0.01,10.0,10.0,0.0
7.312831808611509E-5,7.312831808611509E-5,60,0.30000000000000004,0.0,0.3422181013271435,17.0,0.01,10.0,10.0,0.0
8.573341176402135E-4,8.573341176402135E-4,60,0.30000000000000004,0.0,1.6157025260021944,19.0,0.01,10.0,10.0,0.0
4.046795793222216E-5,-4.046795793222216E-5,60,0.30000000000000004,0.0,0.515050545524953,19.0,0.01,10.0,10.0,0.0
0.0013500682407710973,0.0013500682407710973,60,0.30000000000000004,0.0,1.877366595585415,26.0,0.01,10.0,10.0,0.0
6.93623474307485E-4,6.93623474307485E-4,60,0.30000000000000004,0.0,0.8205712463783482,20.0,0.01,10.0,10.0,0.0
5.149569148147291E-5,5.149569148147291E-5,60,0.30000000000000004,0.0,0.10141296801698707,17.0,0.01,10.0,10.0,0.0
9.431291381247512E-4,9.431291381247512E-4,60,0.30000000000000004,0.0,1.2780785879820833,20.0,0.01,10.0,10.0,0.0
0.0017368177995306662,0.0017368177995306662,60,0.30000000000000004,0.0,1.4031231269261712,21.0,0.01,10.0,10.0,0.0
0.0012050033475333249,0.0012050033475333249,60,0.30000000000000004,0.0,1.4221299493098327,22.0,0.01,10.0,10.0,0.0
0.002104010635331435,0.002104010635331435,29,0.1,1.0,2.7067726980463926,41.0,0.09,10.0,10.0,0.5
0.003163410452747617,0.003163410452747617,29,0.1,1.0,2.8009887397443674,43.0,0.09,10.0,10.0,0.5
0.0062032362271287125,0.0062032362271287125,29,0.1,1.0,6.6355370134430895,54.0,0.09,10.0,10.0,0.5
0.005326892597768356,0.005326892597768356,29,0.1,1.0,5.470125345043899,47.0,0.09,10.0,10.0,0.5
0.0031479284937566505,0.0031479284937566505,29,0.1,1.0,2.8583423650442956,39.0,0.09,10.0,10.0,0.5
0.003004767579554203,0.003004767579554203,29,0.1,1.0,3.356737137072715,43.0,0.09,10.0,10.0,0.5
0.004849765101727521,0.004849765101727521,29,0.1,1.0,4.226225261441266,53.0,0.09,10.0,10.0,0.5
0.0017529411641862766,0.0017529411641862766,29,0.1,1.0,1.8205184956490439,38.0,0.09,10.0,10.0,0.5
0.002906145328926999,0.002906145328926999,29,0.1,1.0,3.0891698467419038,43.0,0.09,10.0,10.0,0.5
0.0032828676315250225,0.0032828676315250225,29,0.1,1.0,3.2196313726080388,35.0,0.09,10.0,10.0,0.5
0.0039822171884543065,0.0039822171884543065,28,0.1,1.0,4.54832693730694,57.0,0.09,10.0,10.0,0.4
0.003553905155090579,0.003553905155090579,28,0.1,1.0,4.082579843689674,51.0,0.09,10.0,10.0,0.4
0.004602960950207988,0.004602960950207988,28,0.1,1.0,4.180978829218825,66.0,0.09,10.0,10.0,0.4
0.006187448957677216,0.006187448957677216,28,0.1,1.0,5.161279847914587,52.0,0.09,10.0,10.0,0.4
0.0065677924195474855,0.0065677924195474855,28,0.1,1.0,6.09676667925151,49.0,0.09,10.0,10.0,0.4
0.0032017054724511993,0.0032017054724511993,28,0.1,1.0,3.472410965929283,36.0,0.09,10.0,10.0,0.4
0.0038868925572998355,0.0038868925572998355,28,0.1,1.0,4.374431186774606,43.0,0.09,10.0,10.0,0.4
0.003633659869623905,0.003633659869623905,28,0.1,1.0,3.8626358658687043,51.0,0.09,10.0,10.0,0.4
0.003705091060048842,0.003705091060048842,28,0.1,1.0,4.274003194560269,52.0,0.09,10.0,10.0,0.4
0.004501682489288529,0.004501682489288529,28,0.1,1.0,4.357948382622247,49.0,0.09,10.0,10.0,0.4
0.003796568614900195,0.003796568614900195,27,0.1,1.0,4.558333150519847,61.0,0.09,10.0,10.0,0.30000000000000004
0.006326266554958262,0.006326266554958262,27,0.1,1.0,6.552918291299267,55.0,0.09,10.0,10.0,0.30000000000000004
0.004410131350993057,0.004410131350993057,27,0.1,1.0,5.247730500081717,60.0,0.09,10.0,10.0,0.30000000000000004
0.0038464524583748214,0.0038464524583748214,27,0.1,1.0,4.677687534856581,47.0,0.09,10.0,10.0,0.30000000000000004
0.003589991323687458,0.003589991323687458,27,0.1,1.0,3.4833336110929465,47.0,0.09,10.0,10.0,0.30000000000000004
0.0018750478056578383,0.0018750478056578383,27,0.1,1.0,1.9530382780375786,43.0,0.09,10.0,10.0,0.30000000000000004
0.0033818892818311685,0.0033818892818311685,27,0.1,1.0,3.3732020343689206,48.0,0.09,10.0,10.0,0.30000000000000004
0.004333610586436394,0.004333610586436394,27,0.1,1.0,4.357556705525657,58.0,0.09,10.0,10.0,0.30000000000000004
0.0058606572731150644,0.0058606572731150644,27,0.1,1.0,5.638127596606503,59.0,0.09,10.0,10.0,0.30000000000000004
0.004155091517359947,0.004155091517359947,27,0.1,1.0,2.8990376772751394,44.0,0.09,10.0,10.0,0.30000000000000004
0.003736788275368396,0.003736788275368396,26,0.1,1.0,4.01743421559902,61.0,0.09,10.0,10.0,0.2
0.005722919768770365,0.005722919768770365,26,0.1,0.9,5.348129427560089,51.0,0.09,10.0,10.0,0.2
0.006630781470549065,0.006630781470549065,26,0.1,1.0,7.383204529193046,56.0,0.09,10.0,10.0,0.2
0.0027506150572495624,0.0027506150572495624,26,0.1,1.0,4.161837917861268,55.0,0.09,10.0,10.0,0.2
0.004097373888636481,0.004097373888636481,26,0.1,1.0,4.0071118992583665,53.0,0.09,10.0,10.0,0.2
0.0041060554404283856,0.0041060554404283856,26,0.1,0.9,4.615933028903338,44.0,0.09,10.0,10.0,0.2
0.004169064053222197,0.004169064053222197,26,0.1,1.0,4.69995804854597,45.0,0.09,10.0,10.0,0.2
0.004556584063007914,0.004556584063007914,26,0.1,1.0,4.532160717337339,50.0,0.09,10.0,10.0,0.2
0.005904260164821766,0.005904260164821766,26,0.1,1.0,5.368589183131311,60.0,0.09,10.0,10.0,0.2
0.00529647015594321,0.00529647015594321,26,0.1,1.0,5.450774856973634,62.0,0.09,10.0,10.0,0.2
0.0034541464265090633,0.0034541464265090633,25,0.1,0.6,4.350179707149421,51.0,0.09,10.0,10.0,0.1
0.0033567638348240563,0.0033567638348240563,25,0.1,0.8,3.8650981046041135,61.0,0.09,10.0,10.0,0.1
0.007253422198010745,0.007253422198010745,25,0.1,0.8,7.2105509473992475,58.0,0.09,10.0,10.0,0.1
0.0076474219246941135,0.0076474219246941135,25,0.1,0.4,7.9061743092555234,66.0,0.09,10.0,10.0,0.1
0.003636316556291347,0.003636316556291347,25,0.1,0.6,4.457568145789696,54.0,0.09,10.0,10.0,0.1
0.0014300531815651955,0.0014300531815651955,25,0.1,0.8,2.8268473486335264,54.0,0.09,10.0,10.0,0.1
0.004292439729920078,0.004292439729920078,25,0.1,0.9,4.415236143699007,51.0,0.09,10.0,10.0,0.1
0.00457629783790771,0.00457629783790771,25,0.1,0.7,4.570204500644882,56.0,0.09,10.0,10.0,0.1
0.002812154629316018,0.002812154629316018,25,0.1,0.9,3.026537334155871,45.0,0.09,10.0,10.0,0.1
0.005434089726062657,0.005434089726062657,25,0.1,0.7,5.201763589794413,47.0,0.09,10.0,10.0,0.1
0.006928084145265223,0.006928084145265223,24,0.1,0.0,6.212657292543326,74.0,0.09,10.0,10.0,0.0
0.006392051992324306,0.006392051992324306,24,0.1,0.0,6.758718799608854,60.0,0.09,10.0,10.0,0.0
0.007354838437194227,0.007354838437194227,24,0.1,0.0,7.227384663120459,70.0,0.09,10.0,10.0,0.0
0.005998576749359768,0.005998576749359768,24,0.1,0.0,6.157665651179011,60.0,0.09,10.0,10.0,0.0
0.005035008043890981,0.005035008043890981,24,0.1,0.0,5.392322590418894,61.0,0.09,10.0,10.0,0.0
0.006178122594961686,0.006178122594961686,24,0.1,0.0,5.365789193352943,58.0,0.09,10.0,10.0,0.0
0.006613339359694255,0.006613339359694255,24,0.1,0.0,6.935439306109033,60.0,0.09,10.0,10.0,0.0
0.0066481628073069106,0.0066481628073069106,24,0.1,0.0,7.008600810520897,65.0,0.09,10.0,10.0,0.0
0.005877776298907804,0.005877776298907804,24,0.1,0.0,6.265309685900156,65.0,0.09,10.0,10.0,0.0
0.0056301904584632485,0.0056301904584632485,24,0.1,0.0,5.708059786608151,63.0,0.09,10.0,10.0,0.0
0.0025499651777546807,0.0025499651777546807,23,0.1,1.0,3.41066690596753,32.0,0.06999999999999999,10.0,10.0,0.5
0.00371041378753849,0.00371041378753849,23,0.1,1.0,3.8510339898812274,42.0,0.06999999999999999,10.0,10.0,0.5
0.005022514840411268,0.005022514840411268,23,0.1,1.0,5.321964898166338,48.0,0.06999999999999999,10.0,10.0,0.5
0.0028443039902047757,0.0028443039902047757,23,0.1,1.0,3.1823920018686858,37.0,0.06999999999999999,10.0,10.0,0.5
0.005717032860286629,0.005717032860286629,23,0.1,1.0,5.801412535738075,45.0,0.06999999999999999,10.0,10.0,0.5
0.0033534064813022938,0.0033534064813022938,23,0.1,1.0,4.91122929818521,46.0,0.06999999999999999,10.0,10.0,0.5
0.002126077167030832,0.002126077167030832,23,0.1,1.0,2.471104684901613,42.0,0.06999999999999999,10.0,10.0,0.5
0.003831585754446019,0.003831585754446019,23,0.1,1.0,3.5900931027881473,41.0,0.06999999999999999,10.0,10.0,0.5
0.003645190025026555,0.003645190025026555,23,0.1,1.0,3.8735581532493537,42.0,0.06999999999999999,10.0,10.0,0.5
0.0012609421804729488,0.0012609421804729488,23,0.1,1.0,1.8339530082844957,40.0,0.06999999999999999,10.0,10.0,0.5
0.0022038172664926277,0.0022038172664926277,22,0.1,1.0,2.883142629815988,45.0,0.06999999999999999,10.0,10.0,0.4
0.003821632361031888,0.003821632361031888,22,0.1,1.0,4.283058928309311,47.0,0.06999999999999999,10.0,10.0,0.4
0.004334034369738883,0.004334034369738883,22,0.1,1.0,3.891604013976101,40.0,0.06999999999999999,10.0,10.0,0.4
0.0039193832771604355,0.0039193832771604355,22,0.1,1.0,4.039961812076899,51.0,0.06999999999999999,10.0,10.0,0.4
0.004180403968206233,0.004180403968206233,22,0.1,1.0,3.918616895964448,47.0,0.06999999999999999,10.0,10.0,0.4
0.0047842520988638825,0.0047842520988638825,22,0.1,1.0,4.838355071056946,46.0,0.06999999999999999,10.0,10.0,0.4
0.0056073523890111075,0.0056073523890111075,22,0.1,1.0,5.97164241657903,51.0,0.06999999999999999,10.0,10.0,0.4
0.0038024001431682915,0.0038024001431682915,22,0.1,1.0,4.117992607842641,52.0,0.06999999999999999,10.0,10.0,0.4
0.002186909016915777,0.002186909016915777,22,0.1,1.0,2.8071928317264923,43.0,0.06999999999999999,10.0,10.0,0.4
0.004412102660529339,0.004412102660529339,22,0.1,1.0,4.415142639510078,48.0,0.06999999999999999,10.0,10.0,0.4
0.0031899756489791337,0.0031899756489791337,21,0.1,0.9,3.395964253320772,33.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.0020002601388744204,0.0020002601388744204,21,0.1,1.0,2.0338711162525955,37.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.0035929653208258117,0.0035929653208258117,21,0.1,1.0,2.5480143437798155,45.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.0037466633600023768,0.0037466633600023768,21,0.1,1.0,4.349723417106042,52.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.0031866573318254593,0.0031866573318254593,21,0.1,1.0,3.0629305312536967,43.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.002960959480133848,0.002960959480133848,21,0.1,1.0,3.345176261869823,44.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.0020095775965641603,0.0020095775965641603,21,0.1,1.0,2.5589246054439077,35.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.00361356829807345,0.00361356829807345,21,0.1,1.0,4.594245453083413,47.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.003911360574692707,0.003911360574692707,21,0.1,1.0,3.308329731000235,47.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.0020696505475772606,0.0020696505475772606,21,0.1,1.0,3.2503029093742315,45.0,0.06999999999999999,10.0,10.0,0.30000000000000004
0.0012613555440993123,0.0012613555440993123,20,0.1,1.0,1.1055997245705065,28.0,0.06999999999999999,10.0,10.0,0.2
0.002262108418550473,0.002262108418550473,20,0.1,1.0,2.5792251448597003,45.0,0.06999999999999999,10.0,10.0,0.2
0.0018036912531093536,0.0018036912531093536,20,0.1,0.9,1.7676029424436945,47.0,0.06999999999999999,10.0,10.0,0.2
0.004045299884097339,0.004045299884097339,20,0.1,1.0,4.698117658362654,52.0,0.06999999999999999,10.0,10.0,0.2
0.0023908377714234514,0.0023908377714234514,20,0.1,1.0,2.392931797502638,37.0,0.06999999999999999,10.0,10.0,0.2
0.0028981684794385453,0.0028981684794385453,20,0.1,1.0,3.058784864462327,38.0,0.06999999999999999,10.0,10.0,0.2
0.002081456970571216,0.002081456970571216,20,0.1,1.0,1.9532765219368213,34.0,0.06999999999999999,10.0,10.0,0.2
0.004564417040896928,0.004564417040896928,20,0.1,1.0,4.984598437801463,47.0,0.06999999999999999,10.0,10.0,0.2
0.006252654524721619,0.006252654524721619,20,0.1,1.0,5.679277813958289,60.0,0.06999999999999999,10.0,10.0,0.2
0.003671579587920493,0.003671579587920493,20,0.1,1.0,3.518971862794568,47.0,0.06999999999999999,10.0,10.0,0.2
0.003141773497232779,0.003141773497232779,119,0.4,1.0,2.830364930035161,53.0,0.09,10.0,10.0,0.5
0.0019652164044156764,0.0019652164044156764,119,0.4,1.0,2.772000102000497,36.0,0.09,10.0,10.0,0.5
0.0028084803237530265,0.0028084803237530265,119,0.4,1.0,2.520919999206634,40.0,0.09,10.0,10.0,0.5
0.004051701112490561,0.004051701112490561,119,0.4,1.0,4.434274866734328,50.0,0.09,10.0,10.0,0.5
0.00553730877006199,0.00553730877006199,119,0.4,1.0,6.079905687276636,60.0,0.09,10.0,10.0,0.5
0.00481712415195081,0.00481712415195081,119,0.4,1.0,5.581401366263319,71.0,0.09,10.0,10.0,0.5
0.00437329540055714,0.00437329540055714,119,0.4,1.0,5.8385982496489195,61.0,0.09,10.0,10.0,0.5
0.00282039690697284,0.00282039690697284,119,0.4,1.0,2.860536312339729,44.0,0.09,10.0,10.0,0.5
0.0030233973819219907,0.0030233973819219907,119,0.4,1.0,4.101062000183058,50.0,0.09,10.0,10.0,0.5
0.00692132719197368,0.00692132719197368,119,0.4,1.0,7.209087433562577,57.0,0.09,10.0,10.0,0.5
0.003016914319669569,0.003016914319669569,118,0.4,1.0,2.7638606825140988,54.0,0.09,10.0,10.0,0.4
0.004474780157527071,0.004474780157527071,118,0.4,1.0,4.881043213618353,56.0,0.09,10.0,10.0,0.4
0.0017853924652476859,0.0017853924652476859,118,0.4,1.0,2.9064432757114615,46.0,0.09,10.0,10.0,0.4
0.005552308767916645,0.005552308767916645,118,0.4,1.0,4.172829343723722,50.0,0.09,10.0,10.0,0.4
0.0028933783435518604,0.0028933783435518604,118,0.4,1.0,3.9091740599062383,58.0,0.09,10.0,10.0,0.4
0.004966442723500487,0.004966442723500487,118,0.4,1.0,5.134479778380464,46.0,0.09,10.0,10.0,0.4
0.005527615802216294,0.005527615802216294,118,0.4,1.0,4.5268456202056635,58.0,0.09,10.0,10.0,0.4
0.005163269452245983,0.005163269452245983,118,0.4,1.0,5.182577720306579,47.0,0.09,10.0,10.0,0.4
0.002862455001350016,0.002862455001350016,118,0.4,1.0,3.1574252265454184,45.0,0.09,10.0,10.0,0.4
0.004111464605895065,0.004111464605895065,118,0.4,1.0,4.777250571221838,57.0,0.09,10.0,10.0,0.4
0.003586615204468989,0.003586615204468989,117,0.4,1.0,4.615724091775819,55.0,0.09,10.0,10.0,0.30000000000000004
