diversityTrend,id,initVariability,intelligibility,languageDiversity,languageSize,memoryImpedance,mutationRate,populationSize,semanticSize,understandingThreshold
0.014977717985531186,19,0.1,0.14,29.76223866379884,316.0,2.0,0.3,50.0,20.0,0.005
0.012725413791647966,19,0.1,0.12,27.253131708000986,299.0,2.0,0.3,50.0,20.0,0.005
0.013633103274069231,19,0.1,0.32,26.678091638620632,280.0,2.0,0.3,50.0,20.0,0.005
0.017160773843706578,19,0.1,0.22,33.71207030182637,304.0,2.0,0.3,50.0,20.0,0.005
0.017831566187841187,19,0.1,0.24,35.963190858948494,332.0,2.0,0.3,50.0,20.0,0.005
0.015529859840176297,19,0.1,0.26,32.53172226518266,326.0,2.0,0.3,50.0,20.0,0.005
0.014350979683197545,19,0.1,0.22,28.943090958182847,291.0,2.0,0.3,50.0,20.0,0.005
0.009608630671975985,19,0.1,0.2,20.047346540924664,283.0,2.0,0.3,50.0,20.0,0.005
0.012195051927402422,19,0.1,0.22,24.253401396723053,263.0,2.0,0.3,50.0,20.0,0.005
0.01546974171708108,19,0.1,0.2,30.50743988640502,267.0,2.0,0.3,50.0,20.0,0.005
0.010428961388795658,19,0.1,0.16,24.78675952333022,283.0,2.0,0.3,50.0,20.0,0.005
0.013366424736794585,19,0.1,0.38,28.12164326938843,262.0,2.0,0.3,50.0,20.0,0.005
0.01140643669221497,19,0.1,0.3,20.146751643452923,273.0,2.0,0.3,50.0,20.0,0.005
0.012966978005968976,19,0.1,0.22,26.814505761763602,292.0,2.0,0.3,50.0,20.0,0.005
0.011221664138593584,19,0.1,0.22,25.552982344881716,268.0,2.0,0.3,50.0,20.0,0.005
0.013696120104616447,19,0.1,0.28,28.725465986865785,273.0,2.0,0.3,50.0,20.0,0.005
0.011447811941040673,19,0.1,0.24,25.337875904691746,306.0,2.0,0.3,50.0,20.0,0.005
0.013839014371103268,19,0.1,0.2,25.610953787789093,296.0,2.0,0.3,50.0,20.0,0.005
0.01522999946660805,19,0.1,0.16,30.85417371126108,294.0,2.0,0.3,50.0,20.0,0.005
0.01039114976458814,19,0.1,0.16,21.495391768982984,288.0,2.0,0.3,50.0,20.0,0.005
0.012652117961504472,19,0.1,0.12,25.45192118894239,297.0,2.0,0.3,50.0,20.0,0.005
0.00980698549533187,19,0.1,0.38,20.87177450095451,275.0,2.0,0.3,50.0,20.0,0.005
0.009241708836574518,19,0.1,0.26,20.623094529385934,276.0,2.0,0.3,50.0,20.0,0.005
0.014769521515494316,19,0.1,0.24,33.1126696878017,312.0,2.0,0.3,50.0,20.0,0.005
0.015894972077444013,19,0.1,0.2,33.503393499089086,305.0,2.0,0.3,50.0,20.0,0.005
0.0156293487038464,19,0.1,0.22,34.35751966693572,304.0,2.0,0.3,50.0,20.0,0.005
0.014297615393589286,19,0.1,0.24,29.648221803327953,290.0,2.0,0.3,50.0,20.0,0.005
0.013774530357889827,19,0.1,0.18,29.31922555627368,309.0,2.0,0.3,50.0,20.0,0.005
0.014452934369135468,19,0.1,0.22,29.210743179073763,296.0,2.0,0.3,50.0,20.0,0.005
0.014175174803449632,19,0.1,0.22,28.91847148425051,283.0,2.0,0.3,50.0,20.0,0.005
0.014425267319544164,19,0.1,0.14,31.105059952075003,300.0,2.0,0.3,50.0,20.0,0.005
0.013144035777360518,19,0.1,0.22,28.219583744231297,285.0,2.0,0.3,50.0,20.0,0.005
0.012573839784899251,19,0.1,0.14,28.485728798812666,293.0,2.0,0.3,50.0,20.0,0.005
0.010524086818799478,19,0.1,0.24,22.703844045238807,304.0,2.0,0.3,50.0,20.0,0.005
0.01287890580920067,19,0.1,0.28,28.036766473605233,301.0,2.0,0.3,50.0,20.0,0.005
0.014408617342656081,19,0.1,0.2,29.40220473316683,314.0,2.0,0.3,50.0,20.0,0.005
0.014189072099243158,19,0.1,0.24,30.7022665892479,294.0,2.0,0.3,50.0,20.0,0.005
0.017310966789574653,19,0.1,0.14,35.90931237861362,316.0,2.0,0.3,50.0,20.0,0.005
0.011058762945643936,19,0.1,0.16,24.372513337146515,251.0,2.0,0.3,50.0,20.0,0.005
0.010743368726888585,19,0.1,0.26,23.021297752042788,266.0,2.0,0.3,50.0,20.0,0.005
0.014400628113663234,19,0.1,0.26,28.369093746769355,284.0,2.0,0.3,50.0,20.0,0.005
0.01182526247564521,19,0.1,0.32,25.399979276042245,293.0,2.0,0.3,50.0,20.0,0.005
0.012986347598273437,19,0.1,0.16,29.50827276693794,277.0,2.0,0.3,50.0,20.0,0.005
0.01273217457712617,19,0.1,0.22,26.247336021108413,281.0,2.0,0.3,50.0,20.0,0.005
0.012134088299337521,19,0.1,0.28,25.782253164621714,251.0,2.0,0.3,50.0,20.0,0.005
0.014526093142422316,19,0.1,0.2,28.234219757929576,325.0,2.0,0.3,50.0,20.0,0.005
0.013036626247396522,19,0.1,0.22,27.166126005207815,290.0,2.0,0.3,50.0,20.0,0.005
0.015157811949912689,19,0.1,0.2,32.401033850544366,296.0,2.0,0.3,50.0,20.0,0.005
0.012512003177408056,19,0.1,0.18,26.30606304574412,314.0,2.0,0.3,50.0,20.0,0.005
0.012620164597741606,19,0.1,0.32,25.728042084465343,264.0,2.0,0.3,50.0,20.0,0.005
0.012241128454799811,19,0.1,0.12,24.166324070513397,293.0,2.0,0.3,50.0,20.0,0.005
0.015164873817581366,19,0.1,0.18,29.19801784137834,298.0,2.0,0.3,50.0,20.0,0.005
0.011717596106580899,19,0.1,0.16,22.61207934834404,293.0,2.0,0.3,50.0,20.0,0.005
0.012686636095701169,19,0.1,0.24,27.354165953417034,273.0,2.0,0.3,50.0,20.0,0.005
0.012543305171914603,19,0.1,0.24,27.29488110408998,282.0,2.0,0.3,50.0,20.0,0.005
0.015300004450033168,19,0.1,0.14,29.918241302989085,304.0,2.0,0.3,50.0,20.0,0.005
0.01570545957414496,19,0.1,0.12,32.79856366794167,292.0,2.0,0.3,50.0,20.0,0.005
0.01647355713006871,19,0.1,0.2,34.21109662979891,285.0,2.0,0.3,50.0,20.0,0.005
0.015763388004184073,19,0.1,0.3,33.09544541594932,297.0,2.0,0.3,50.0,20.0,0.005
0.011833699390049421,19,0.1,0.32,26.840867659789627,277.0,2.0,0.3,50.0,20.0,0.005
0.014231737593275845,19,0.1,0.14,30.21510744322618,303.0,2.0,0.3,50.0,20.0,0.005
0.013988094863802935,19,0.1,0.18,27.844509897114058,309.0,2.0,0.3,50.0,20.0,0.005
0.015693472596475154,19,0.1,0.16,32.236910784321665,313.0,2.0,0.3,50.0,20.0,0.005
0.01135236236191579,19,0.1,0.2,25.141021140446973,283.0,2.0,0.3,50.0,20.0,0.005
0.014331615682746875,19,0.1,0.22,32.28932557708304,305.0,2.0,0.3,50.0,20.0,0.005
0.01572764446863676,19,0.1,0.22,33.56354503803824,305.0,2.0,0.3,50.0,20.0,0.005
0.010940237828918993,19,0.1,0.24,22.146522361940463,279.0,2.0,0.3,50.0,20.0,0.005
0.011965494020629047,19,0.1,0.26,25.808430751722952,287.0,2.0,0.3,50.0,20.0,0.005
0.012921839386776534,19,0.1,0.26,27.00247320156613,289.0,2.0,0.3,50.0,20.0,0.005
0.01408972175818485,19,0.1,0.26,29.56876994392864,297.0,2.0,0.3,50.0,20.0,0.005
0.014351272034475,19,0.1,0.26,30.46652524213056,302.0,2.0,0.3,50.0,20.0,0.005
0.01186408219761545,19,0.1,0.16,25.881999665555977,275.0,2.0,0.3,50.0,20.0,0.005
0.019537212107662336,19,0.1,0.18,41.25179665381172,314.0,2.0,0.3,50.0,20.0,0.005
0.011021792293202255,19,0.1,0.3,25.5909560500183,271.0,2.0,0.3,50.0,20.0,0.005
0.013614787636464563,19,0.1,0.28,28.882815986885504,290.0,2.0,0.3,50.0,20.0,0.005
0.009346190655412888,19,0.1,0.24,19.220108145931086,291.0,2.0,0.3,50.0,20.0,0.005
0.011442977172975485,19,0.1,0.34,24.66254694896427,277.0,2.0,0.3,50.0,20.0,0.005
0.01236161022905454,19,0.1,0.22,27.283087081883693,294.0,2.0,0.3,50.0,20.0,0.005
0.012979495558863558,19,0.1,0.3,27.501018227538825,278.0,2.0,0.3,50.0,20.0,0.005
0.016273492809809813,19,0.1,0.3,34.996250246741496,280.0,2.0,0.3,50.0,20.0,0.005
0.01710378384663134,19,0.1,0.2,33.07709086943219,312.0,2.0,0.3,50.0,20.0,0.005
0.01488728488655449,19,0.1,0.24,30.937874756112592,291.0,2.0,0.3,50.0,20.0,0.005
0.013064481582310628,19,0.1,0.26,28.252685417153693,281.0,2.0,0.3,50.0,20.0,0.005
0.01322487379742045,19,0.1,0.12,28.593684873920267,309.0,2.0,0.3,50.0,20.0,0.005
0.014623925909500207,19,0.1,0.18,29.537282712228077,301.0,2.0,0.3,50.0,20.0,0.005
0.012750763418040363,19,0.1,0.3,29.316462643588334,296.0,2.0,0.3,50.0,20.0,0.005
0.012942675054742024,19,0.1,0.18,26.952654798135836,337.0,2.0,0.3,50.0,20.0,0.005
0.013668387727711704,19,0.1,0.18,27.163186693078917,330.0,2.0,0.3,50.0,20.0,0.005
0.014226835962908826,19,0.1,0.28,28.577842828324474,273.0,2.0,0.3,50.0,20.0,0.005
0.012102223374320698,19,0.1,0.22,25.25550858176596,294.0,2.0,0.3,50.0,20.0,0.005
0.011057570659807286,19,0.1,0.08,24.65145327908412,323.0,2.0,0.3,50.0,20.0,0.005
0.01566634362276328,19,0.1,0.12,31.58000876991473,320.0,2.0,0.3,50.0,20.0,0.005
0.011957349510637996,19,0.1,0.22,22.68995962242985,309.0,2.0,0.3,50.0,20.0,0.005
0.008744255209021265,19,0.1,0.24,17.304262598767526,297.0,2.0,0.3,50.0,20.0,0.005
0.013508132096933885,19,0.1,0.3,25.751692813892753,296.0,2.0,0.3,50.0,20.0,0.005
0.013234782480039424,19,0.1,0.2,27.641725050088525,324.0,2.0,0.3,50.0,20.0,0.005
0.014004387477698119,19,0.1,0.28,30.698713162901008,285.0,2.0,0.3,50.0,20.0,0.005
0.012887255035873117,19,0.1,0.26,26.571252104475942,293.0,2.0,0.3,50.0,20.0,0.005
0.018557944327868045,19,0.1,0.2,37.269969853459145,322.0,2.0,0.3,50.0,20.0,0.005
0.015086013693578055,19,0.1,0.2,31.82835461847728,299.0,2.0,0.3,50.0,20.0,0.005
0.014110977169225972,19,0.1,0.2,29.87716631573169,303.0,2.0,0.3,50.0,20.0,0.005
0.01303240904369909,19,0.1,0.28,28.364867902420166,285.0,2.0,0.3,50.0,20.0,0.005
0.0162303327172262,19,0.1,0.14,32.28397306928565,320.0,2.0,0.3,50.0,20.0,0.005
0.014512822309636363,19,0.1,0.18,29.809169138617644,278.0,2.0,0.3,50.0,20.0,0.005
0.014959207795654319,19,0.1,0.28,31.298884779946018,289.0,2.0,0.3,50.0,20.0,0.005
0.015795185810398044,19,0.1,0.12,31.305425077758017,307.0,2.0,0.3,50.0,20.0,0.005
0.013369147044737968,19,0.1,0.3,28.166989015296753,280.0,2.0,0.3,50.0,20.0,0.005
0.013486624216405622,19,0.1,0.22,31.553793782763034,286.0,2.0,0.3,50.0,20.0,0.005
0.015346062141373146,19,0.1,0.12,32.22471343870779,302.0,2.0,0.3,50.0,20.0,0.005
0.014333485832952268,19,0.1,0.28,30.889877847537466,300.0,2.0,0.3,50.0,20.0,0.005
0.009972469960743054,19,0.1,0.26,18.47170148579205,275.0,2.0,0.3,50.0,20.0,0.005
0.013533916044193763,19,0.1,0.16,29.83778207163543,296.0,2.0,0.3,50.0,20.0,0.005
0.012064650437406916,19,0.1,0.16,24.820212656390446,320.0,2.0,0.3,50.0,20.0,0.005
0.01714239619093219,19,0.1,0.18,34.82552492674496,321.0,2.0,0.3,50.0,20.0,0.005
0.011687435555196248,19,0.1,0.18,26.64153867885445,303.0,2.0,0.3,50.0,20.0,0.005
0.012454620526082606,19,0.1,0.2,28.308781732827942,290.0,2.0,0.3,50.0,20.0,0.005
0.013900565168094476,19,0.1,0.26,28.137679785695884,285.0,2.0,0.3,50.0,20.0,0.005
0.0143521936464556,19,0.1,0.16,31.475369759942406,288.0,2.0,0.3,50.0,20.0,0.005
0.013452067135255031,19,0.1,0.22,26.291968683851607,289.0,2.0,0.3,50.0,20.0,0.005
0.012642114310526155,19,0.1,0.14,28.00576921290244,300.0,2.0,0.3,50.0,20.0,0.005
0.01671054844232787,19,0.1,0.16,32.59413547202475,295.0,2.0,0.3,50.0,20.0,0.005
0.012745492450175748,19,0.1,0.2,26.74878756513128,284.0,2.0,0.3,50.0,20.0,0.005
0.011745967843625055,19,0.1,0.2,23.966054666652756,298.0,2.0,0.3,50.0,20.0,0.005
0.013523287576075236,19,0.1,0.34,28.76373020528063,297.0,2.0,0.3,50.0,20.0,0.005
0.011063203943148815,19,0.1,0.22,25.662029656911184,309.0,2.0,0.3,50.0,20.0,0.005
0.010446398706437121,19,0.1,0.3,24.996455994775534,268.0,2.0,0.3,50.0,20.0,0.005
0.01127989019808474,19,0.1,0.22,23.64401777131447,260.0,2.0,0.3,50.0,20.0,0.005
0.0143967907134839,19,0.1,0.16,30.596830186229077,289.0,2.0,0.3,50.0,20.0,0.005
0.011254323622826922,19,0.1,0.14,23.740714401867614,311.0,2.0,0.3,50.0,20.0,0.005
0.01391001450834241,19,0.1,0.18,31.4427322768626,310.0,2.0,0.3,50.0,20.0,0.005
0.012151031052926956,19,0.1,0.28,27.63217802213119,285.0,2.0,0.3,50.0,20.0,0.005
0.013521227944392422,19,0.1,0.12,27.70952520352194,280.0,2.0,0.3,50.0,20.0,0.005
0.012478193827907378,19,0.1,0.26,26.076443119157954,292.0,2.0,0.3,50.0,20.0,0.005
0.014213618527389466,19,0.1,0.3,29.633603456783412,285.0,2.0,0.3,50.0,20.0,0.005
0.013311919008056597,19,0.1,0.2,28.6162934383078,295.0,2.0,0.3,50.0,20.0,0.005
0.016008973366736824,19,0.1,0.18,36.748391314985675,333.0,2.0,0.3,50.0,20.0,0.005
0.01686517280301245,19,0.1,0.16,33.2199915883439,318.0,2.0,0.3,50.0,20.0,0.005
0.01679085541973342,19,0.1,0.42,33.60963519165609,309.0,2.0,0.3,50.0,20.0,0.005
0.013590621293889878,19,0.1,0.3,28.301522014550812,292.0,2.0,0.3,50.0,20.0,0.005
0.013168461736622533,19,0.1,0.24,27.758928831969754,300.0,2.0,0.3,50.0,20.0,0.005
0.01288371373957562,19,0.1,0.2,28.18153776302587,291.0,2.0,0.3,50.0,20.0,0.005
0.012172921025896398,19,0.1,0.24,24.681156838896452,317.0,2.0,0.3,50.0,20.0,0.005
0.01176740714817036,19,0.1,0.22,24.662089682176557,279.0,2.0,0.3,50.0,20.0,0.005
0.013017022891895318,19,0.1,0.26,26.11255049329583,287.0,2.0,0.3,50.0,20.0,0.005
0.011734200226529387,19,0.1,0.2,27.49997930930872,296.0,2.0,0.3,50.0,20.0,0.005
0.015331109866486337,19,0.1,0.2,35.36624830556434,312.0,2.0,0.3,50.0,20.0,0.005
0.013342955121641626,19,0.1,0.18,26.52254895702223,286.0,2.0,0.3,50.0,20.0,0.005
0.015271540990497094,19,0.1,0.3,31.289735669754545,314.0,2.0,0.3,50.0,20.0,0.005
0.012547300897787526,19,0.1,0.14,28.560285876149003,306.0,2.0,0.3,50.0,20.0,0.005
0.010395494632291311,19,0.1,0.4,22.891872968907343,279.0,2.0,0.3,50.0,20.0,0.005
0.011476386420378726,19,0.1,0.24,27.741223960520443,308.0,2.0,0.3,50.0,20.0,0.005
0.016989295622037645,19,0.1,0.24,35.861434022744035,325.0,2.0,0.3,50.0,20.0,0.005
0.015936417413799194,19,0.1,0.3,31.107159866649916,252.0,2.0,0.3,50.0,20.0,0.005
0.011495377026599007,19,0.1,0.16,24.554655071622147,298.0,2.0,0.3,50.0,20.0,0.005
0.013889945089854652,19,0.1,0.24,30.980279490080825,288.0,2.0,0.3,50.0,20.0,0.005
0.010085938323254797,19,0.1,0.2,23.883005631097248,274.0,2.0,0.3,50.0,20.0,0.005
0.012242111553508881,19,0.1,0.24,24.081352090808608,284.0,2.0,0.3,50.0,20.0,0.005
0.01224856860815563,19,0.1,0.28,26.62237754833132,284.0,2.0,0.3,50.0,20.0,0.005
0.010993305545366884,19,0.1,0.12,25.731097690013275,291.0,2.0,0.3,50.0,20.0,0.005
0.015464806270844381,19,0.1,0.28,29.71956568492343,276.0,2.0,0.3,50.0,20.0,0.005
0.013936372365807671,19,0.1,0.24,32.959947889656675,303.0,2.0,0.3,50.0,20.0,0.005
0.01415369721564278,19,0.1,0.2,28.181400529931302,297.0,2.0,0.3,50.0,20.0,0.005
0.01642766392227623,19,0.1,0.16,32.02209927636833,306.0,2.0,0.3,50.0,20.0,0.005
0.012575082142383134,19,0.1,0.26,24.986334555187835,257.0,2.0,0.3,50.0,20.0,0.005
0.01390746379442295,19,0.1,0.3,29.268019549144,279.0,2.0,0.3,50.0,20.0,0.005
0.013265699790924278,19,0.1,0.22,28.83751775403012,293.0,2.0,0.3,50.0,20.0,0.005
0.014187744395146206,19,0.1,0.14,29.601789912862593,316.0,2.0,0.3,50.0,20.0,0.005
0.01224233728855955,19,0.1,0.26,26.92924204248026,267.0,2.0,0.3,50.0,20.0,0.005
0.014156412863518179,19,0.1,0.08,29.81131172032992,294.0,2.0,0.3,50.0,20.0,0.005
0.013881279744994075,19,0.1,0.28,29.56950107492726,283.0,2.0,0.3,50.0,20.0,0.005
0.013690225286267874,19,0.1,0.18,28.923179279509032,274.0,2.0,0.3,50.0,20.0,0.005
0.01163044283680558,19,0.1,0.22,24.90532601087079,280.0,2.0,0.3,50.0,20.0,0.005
0.010532354163775034,19,0.1,0.34,22.38129586369279,296.0,2.0,0.3,50.0,20.0,0.005
0.011727118018346954,19,0.1,0.34,23.908503251703515,267.0,2.0,0.3,50.0,20.0,0.005
0.013249554219875746,19,0.1,0.16,29.61855163039066,316.0,2.0,0.3,50.0,20.0,0.005
0.018581172900230668,19,0.1,0.12,35.3043851135454,307.0,2.0,0.3,50.0,20.0,0.005
0.013858462864221996,19,0.1,0.22,29.26745183122053,296.0,2.0,0.3,50.0,20.0,0.005
0.014168241389043542,19,0.1,0.2,31.901364819112672,291.0,2.0,0.3,50.0,20.0,0.005
0.012656218818839653,19,0.1,0.22,25.62543579288701,277.0,2.0,0.3,50.0,20.0,0.005
0.014020886252022401,19,0.1,0.16,29.56964763579625,320.0,2.0,0.3,50.0,20.0,0.005
0.013727926826440586,19,0.1,0.26,29.470684729871444,309.0,2.0,0.3,50.0,20.0,0.005
0.011621413842786473,19,0.1,0.2,25.79470305149012,284.0,2.0,0.3,50.0,20.0,0.005
0.011282683648551636,19,0.1,0.34,22.900273415538695,285.0,2.0,0.3,50.0,20.0,0.005
0.01307683829766257,19,0.1,0.32,29.573380731153193,299.0,2.0,0.3,50.0,20.0,0.005
0.01674456256964459,19,0.1,0.24,32.44748845504622,297.0,2.0,0.3,50.0,20.0,0.005
0.0167267753387077,19,0.1,0.24,34.352223717578816,298.0,2.0,0.3,50.0,20.0,0.005
0.014720552596163944,19,0.1,0.26,27.80436222209638,294.0,2.0,0.3,50.0,20.0,0.005
0.015648636632124548,19,0.1,0.18,33.223911280082646,322.0,2.0,0.3,50.0,20.0,0.005
0.011972840503895358,18,0.1,0.22,24.791707547347478,280.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.012048050112750806,18,0.1,0.34,24.925049853860877,270.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.015818185496501606,18,0.1,0.18,33.396654344062206,304.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.009292573246719083,18,0.1,0.28,19.18245536725323,250.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.014613992279223406,18,0.1,0.28,29.92160785516142,304.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.01652117771487373,18,0.1,0.18,32.723328543681795,301.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.011821149808714255,18,0.1,0.32,24.430834983326438,281.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.015169427840734336,18,0.1,0.3,32.68957528646225,309.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.01587475114640401,18,0.1,0.24,33.63664609774724,317.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.010429732193166731,18,0.1,0.22,22.9304458621644,259.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.014208179113732526,18,0.1,0.06,29.745027248532807,279.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.018165910040488516,18,0.1,0.08,38.11622768922818,290.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.01229487539560728,18,0.1,0.2,25.487814413935443,320.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.011011564279802226,18,0.1,0.2,21.89718712985138,278.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.014469752629812462,18,0.1,0.18,28.553799425256525,307.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.01431219968296767,18,0.1,0.18,28.99435067681393,302.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.011947912329224701,18,0.1,0.12,26.97935390079858,302.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.014511661779691218,18,0.1,0.3,29.9162556036552,292.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.011266396639444226,18,0.1,0.2,22.964239145290794,295.0,1.9000000000000001,0.3,50.0,20.0,0.005
0.014946383981654888,18,0.1,0.18,33.56547407064752,312.0,1.9000000000000001,0.3,50.0,20.0,0.005
